produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg,data_inicial,data_final
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,19-05-2025 - 23-05-2025,3,PREÇO RECEBIDO P/ PR,3.5,2025-05-19,2025-05-23
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,5,05-05-2025 - 09-05-2025,1,PREÇO RECEBIDO P/ PR,3.5,2025-05-05,2025-05-09
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,09-06-2025 - 13-06-2025,2,PREÇO RECEBIDO P/ PR,3.0,2025-06-09,2025-06-13
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,16-06-2025 - 20-06-2025,3,PREÇO RECEBIDO P/ PR,3.0,2025-06-16,2025-06-20
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,23-06-2025 - 27-06-2025,4,PREÇO RECEBIDO P/ PR,3.0,2025-06-23,2025-06-27
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,6,02-06-2025 - 06-06-2025,1,PREÇO RECEBIDO P/ PR,3.5,2025-06-02,2025-06-06
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO RECEBIDO P/ PR,1.75,2025-07-21,2025-07-25
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO RECEBIDO P/ PR,2.0,2025-07-14,2025-07-18
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO RECEBIDO P/ PR,2.5,2025-06-30,2025-07-04
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO RECEBIDO P/ PR,3.0,2025-07-07,2025-07-11
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO RECEBIDO P/ PR,1.25,2025-07-28,2025-08-01
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,25-08-2025 - 29-08-2025,4,PREÇO RECEBIDO P/ PR,1.75,2025-08-25,2025-08-29
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,11-08-2025 - 15-08-2025,2,PREÇO RECEBIDO P/ PR,1.5,2025-08-11,2025-08-15
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,04-08-2025 - 08-08-2025,1,PREÇO RECEBIDO P/ PR,1.75,2025-08-04,2025-08-08
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,8,18-08-2025 - 22-08-2025,3,PREÇO RECEBIDO P/ PR,1.75,2025-08-18,2025-08-22
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,1.5,2025-09-08,2025-09-12
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,1.0,2025-09-15,2025-09-19
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,1.25,2025-09-22,2025-09-26
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,1.5,2025-09-01,2025-09-05
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.5,2025-10-27,2025-10-31
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,2.0,2025-09-29,2025-10-03
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.5,2025-10-06,2025-10-10
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.5,2025-10-13,2025-10-17
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.5,2025-10-20,2025-10-24
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,1.5,2025-11-10,2025-11-14
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,1.25,2025-11-17,2025-11-21
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,1.75,2025-11-24,2025-11-28
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,1.5,2025-11-03,2025-11-07
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.75,2025-12-22,2025-12-26
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,1.75,2025-12-29,2026-01-02
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,2.25,2025-12-08,2025-12-12
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.75,2025-12-01,2025-12-05
CEBOLA                   ,NÃO INFORMADO       ,5885,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.75,2025-12-15,2025-12-19
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,2700000.0,2025-07-14,2025-07-18
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,2700000.0,2025-06-30,2025-07-04
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,2700000.0,2025-07-28,2025-08-01
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,2700000.0,2025-07-21,2025-07-25
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,2700000.0,2025-07-07,2025-07-11
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,2700000.0,2025-11-10,2025-11-14
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,2700000.0,2025-11-24,2025-11-28
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,2700000.0,2025-11-03,2025-11-07
COLHEITADEIRA            ,275 JOHN DEERE S550 ,13421,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,2700000.0,2025-11-17,2025-11-21
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,700000.0,2025-07-21,2025-07-25
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,700000.0,2025-06-30,2025-07-04
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,700000.0,2025-07-07,2025-07-11
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,700000.0,2025-07-14,2025-07-18
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,700000.0,2025-07-28,2025-08-01
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,700000.0,2025-11-17,2025-11-21
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,700000.0,2025-11-24,2025-11-28
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,700000.0,2025-11-03,2025-11-07
CONJUNTO PIVOT CENTRAL   ,60 HA 250           ,11399,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,700000.0,2025-11-10,2025-11-14
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
DIARISTA                 ,SERVIÇOS GERAIS     ,5452,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,48000.0,2025-07-07,2025-07-11
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,48000.0,2025-06-30,2025-07-04
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,48000.0,2025-07-28,2025-08-01
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,48000.0,2025-07-21,2025-07-25
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,48000.0,2025-07-14,2025-07-18
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,48000.0,2025-11-10,2025-11-14
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,48000.0,2025-11-24,2025-11-28
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,48000.0,2025-11-17,2025-11-21
"DISTRIBUIDOR DE ADUBO, CA","1,2 TONELADA DE ADUB",4845,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,48000.0,2025-11-03,2025-11-07
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
ENERGIA ELETRICA         ,NÃO INFORMADO       ,4423,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
GALPAO DE ALVENARIA      ,NÃO INFORMADO       ,4397,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,,2025-06-30,2025-07-04
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,,2025-07-07,2025-07-11
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,,2025-07-14,2025-07-18
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,,2025-07-21,2025-07-25
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,,2025-07-28,2025-08-01
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,,2025-11-24,2025-11-28
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,,2025-11-17,2025-11-21
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,,2025-11-10,2025-11-14
GALPAO METALICO          ,NÃO INFORMADO       ,6283,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,,2025-11-03,2025-11-07
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,33000.0,2025-07-14,2025-07-18
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,33000.0,2025-07-28,2025-08-01
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,33000.0,2025-07-21,2025-07-25
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,33000.0,2025-07-07,2025-07-11
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,33000.0,2025-06-30,2025-07-04
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,33000.0,2025-11-10,2025-11-14
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,33000.0,2025-11-17,2025-11-21
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,33000.0,2025-11-24,2025-11-28
GUINCHO HIDRAULICO TRASEI,NÃO INFORMADO       ,10105,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,33000.0,2025-11-03,2025-11-07
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,30-06-2025 - 04-07-2025,1,PREÇO PAGO PELO PROD,22.94,2025-06-30,2025-07-04
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,14-07-2025 - 18-07-2025,3,PREÇO PAGO PELO PROD,22.94,2025-07-14,2025-07-18
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,21-07-2025 - 25-07-2025,4,PREÇO PAGO PELO PROD,22.94,2025-07-21,2025-07-25
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,28-07-2025 - 01-08-2025,5,PREÇO PAGO PELO PROD,22.94,2025-07-28,2025-08-01
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,7,07-07-2025 - 11-07-2025,2,PREÇO PAGO PELO PROD,22.94,2025-07-07,2025-07-11
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,22.94,2025-11-17,2025-11-21
IHAROL                   ,GOLD                ,12716,SÃO GOTARDO-MG                                    ,3162104,MG        ,SUDESTE                  ,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,22.94,2025-11-10,2025-11-14
